,ID,Sex,Age,ModesOfTravel,TravelMotives,Margins,Periods,StagesPerPersonPerDayAverage_1,DistanceTravelledPerStageAverage_2
55194,55194,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2017,0.05,22.05
55195,55195,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2018,0.05,22.12
55196,55196,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2019,0.05,21.34
55197,55197,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2020,0.04,15.66
55198,55198,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,1999,0.02,12.76
55199,55199,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2000,0.03,12.86
55200,55200,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2001,0.03,13.3
55201,55201,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2002,0.03,13.05
55202,55202,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2003,0.03,13.98
55203,55203,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2004,0.03,13.96
55204,55204,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2005,0.03,15.46
55205,55205,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2006,0.03,16.07
55206,55206,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2007,0.03,16.17
55207,55207,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2008,0.04,15.22
55208,55208,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2009,0.04,14.75
55209,55209,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2010,0.04,16.77
55210,55210,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2011,0.04,17.32
55211,55211,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2012,0.04,16.3
55212,55212,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2013,0.04,17.66
55213,55213,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2014,0.04,18.34
55214,55214,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2015,0.04,17.83
55215,55215,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2016,0.04,17.57
55216,55216,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2017,0.04,18.83
55217,55217,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2018,0.04,18.67
55218,55218,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2019,0.04,17.69
55219,55219,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2020,0.03,12.78
55220,55220,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,1999,0.05,20.77
55221,55221,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2000,0.05,20.31
55222,55222,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2001,0.05,20.78
55223,55223,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2002,0.05,20.22
55224,55224,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2003,0.05,21.35
55225,55225,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2004,0.05,20.91
55226,55226,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2005,0.05,22.96
55227,55227,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2006,0.05,23.31
55228,55228,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2007,0.05,23.18
55229,55229,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2008,0.06,21.72
55230,55230,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2009,0.06,20.83
55231,55231,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2010,0.05,21.66
55232,55232,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2011,0.05,22.48
55233,55233,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2012,0.05,21.22
55234,55234,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2013,0.05,22.57
55235,55235,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2014,0.06,23.22
55236,55236,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2015,0.06,23.3
55237,55237,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2016,0.06,22.49
55238,55238,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2017,0.06,25.33
55239,55239,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2018,0.06,25.95
55240,55240,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2019,0.06,25.19
55241,55241,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2020,0.05,18.66
55247,55247,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2004,0.01,5.2
55248,55248,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2005,0.01,4.97
55249,55249,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2006,0.01,4.89
55250,55250,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2007,0.01,5.05
55251,55251,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2008,0.01,4.21
55252,55252,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2009,0.01,4.66
55253,55253,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2010,0.01,5.04
55254,55254,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2011,0.01,4.64
55255,55255,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2012,0.01,4.45
55256,55256,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2013,0.01,4.61
55257,55257,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2014,0.01,4.49
55258,55258,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2015,0.01,4.57
55259,55259,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2016,0.01,3.94
55260,55260,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2017,0.01,4.38
55261,55261,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2018,0.01,4.34
55262,55262,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2019,0.01,4.51
55263,55263,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Value,2020,0.01,3.29
55269,55269,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2004,0.01,4.08
55270,55270,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2005,0.01,3.95
55271,55271,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2006,0.01,3.82
55272,55272,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2007,0.01,4.06
55273,55273,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2008,0.01,3.28
55274,55274,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2009,0.01,3.71
55275,55275,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2010,0.01,4.14
55276,55276,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2011,0.01,3.87
55277,55277,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2012,0.01,3.66
55278,55278,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2013,0.01,3.8
55279,55279,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2014,0.01,3.7
55280,55280,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2015,0.01,3.73
55281,55281,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2016,0.01,3.28
55282,55282,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2017,0.01,3.61
55283,55283,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2018,0.01,3.45
55284,55284,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2019,0.01,3.52
55285,55285,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2020,0.01,2.54
55291,55291,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2004,0.01,6.38
55292,55292,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2005,0.01,6.11
55293,55293,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2006,0.01,5.91
55294,55294,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2007,0.01,6.16
55295,55295,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2008,0.01,5.06
55296,55296,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2009,0.01,5.6
55297,55297,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2010,0.01,5.97
55298,55298,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2011,0.01,5.51
55299,55299,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2012,0.01,5.29
55300,55300,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2013,0.01,5.33
55301,55301,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2014,0.02,5.33
55302,55302,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2015,0.02,5.43
55303,55303,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2016,0.02,4.71
55304,55304,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2017,0.02,5.21
55305,55305,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2018,0.02,5.28
55306,55306,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2019,0.02,5.59
55307,55307,Male,50 to 59 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2020,0.02,4.12
55374,55374,Male,50 to 59 years,Other,Other,Value,1999,0.04,24.35
55375,55375,Male,50 to 59 years,Other,Other,Value,2000,0.04,23.78
55376,55376,Male,50 to 59 years,Other,Other,Value,2001,0.04,23.42
55377,55377,Male,50 to 59 years,Other,Other,Value,2002,0.04,23.25
55378,55378,Male,50 to 59 years,Other,Other,Value,2003,0.04,24.71
55379,55379,Male,50 to 59 years,Other,Other,Value,2004,0.04,22.73
55380,55380,Male,50 to 59 years,Other,Other,Value,2005,0.04,24.78
55381,55381,Male,50 to 59 years,Other,Other,Value,2006,0.04,24.89
55382,55382,Male,50 to 59 years,Other,Other,Value,2007,0.04,22.78
55383,55383,Male,50 to 59 years,Other,Other,Value,2008,0.04,22.29
55384,55384,Male,50 to 59 years,Other,Other,Value,2009,0.04,20.5
55385,55385,Male,50 to 59 years,Other,Other,Value,2010,0.04,19.43
55386,55386,Male,50 to 59 years,Other,Other,Value,2011,0.04,22.37
55387,55387,Male,50 to 59 years,Other,Other,Value,2012,0.04,22.75
55388,55388,Male,50 to 59 years,Other,Other,Value,2013,0.04,20.71
55389,55389,Male,50 to 59 years,Other,Other,Value,2014,0.04,20.34
55390,55390,Male,50 to 59 years,Other,Other,Value,2015,0.04,22.07
55391,55391,Male,50 to 59 years,Other,Other,Value,2016,0.04,19.29
55392,55392,Male,50 to 59 years,Other,Other,Value,2017,0.04,18.32
55393,55393,Male,50 to 59 years,Other,Other,Value,2018,0.04,19.49
55394,55394,Male,50 to 59 years,Other,Other,Value,2019,0.04,19.57
55395,55395,Male,50 to 59 years,Other,Other,Value,2020,0.04,16.1
55396,55396,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,1999,0.03,18.53
55397,55397,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2000,0.03,18.3
55398,55398,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2001,0.03,17.95
55399,55399,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2002,0.03,18.23
55400,55400,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2003,0.03,19.52
55401,55401,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2004,0.03,18.05
55402,55402,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2005,0.03,19.92
55403,55403,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2006,0.03,20.29
55404,55404,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2007,0.03,18.71
55405,55405,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2008,0.03,18.24
55406,55406,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2009,0.03,16.89
55407,55407,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2010,0.03,16.84
55408,55408,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2011,0.03,19.49
55409,55409,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2012,0.03,19.72
55410,55410,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2013,0.03,18.27
55411,55411,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2014,0.03,17.53
55412,55412,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2015,0.03,19.18
55413,55413,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2016,0.03,16.59
55414,55414,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2017,0.03,15.8
55415,55415,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2018,0.03,16.28
55416,55416,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2019,0.03,16.0
55417,55417,Male,50 to 59 years,Other,Other,Lower bound 95% confidence interval,2020,0.03,12.66
55418,55418,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,1999,0.05,30.81
55419,55419,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2000,0.05,29.96
55420,55420,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2001,0.05,28.8
55421,55421,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2002,0.05,28.63
55422,55422,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2003,0.05,30.31
55423,55423,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2004,0.05,27.47
55424,55424,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2005,0.05,29.98
55425,55425,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2006,0.05,29.85
55426,55426,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2007,0.05,27.06
55427,55427,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2008,0.05,26.29
55428,55428,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2009,0.05,23.87
55429,55429,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2010,0.05,22.11
55430,55430,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2011,0.05,25.44
55431,55431,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2012,0.05,25.74
55432,55432,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2013,0.04,23.38
55433,55433,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2014,0.05,23.15
55434,55434,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2015,0.04,25.0
55435,55435,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2016,0.04,21.94
55436,55436,Male,50 to 59 years,Other,Other,Upper bound 95% confidence interval,2017,0.05,20.93
